cell_idx,low_b0,high_b0,b2,low_l,high_l,delta_l,delta_omega,cos_sim,chip_peak,chip_rms,ours_peak,ours_rms,rms_ratio,peak_ratio,chip_pre_rms,ours_pre_rms,chip_atten,ours_atten,excess_atten
281,44.0,68.0,8.0,18.0,26.0,8.0,0.049128,0.85391,1666.0,614.8,1500.0,597.6,1.0288,1.1107,708.1,707.2,0.13176105069905386,0.15497737556561086,-0.023216324866557003
282,44.0,72.0,8.0,18.0,27.0,9.0,0.055656,0.853231,1685.0,585.6,1500.0,586.1,0.9992,1.1233,708.1,707.2,0.17299816410111568,0.1712386877828055,0.0017594763183101936
283,44.0,76.0,8.0,18.0,29.0,11.0,0.061757,0.788912,1697.0,590.8,1575.0,617.5,0.9568,1.0775,708.1,707.2,0.16565456856376226,0.12683823529411775,0.03881633326964451
284,44.0,80.0,8.0,18.0,31.0,13.0,0.06782,0.776261,1570.0,565.2,1500.0,587.6,0.9617,1.0467,708.1,707.2,0.2018076542861177,0.1691176470588236,0.03269000722729409
285,44.0,84.0,8.0,18.0,33.0,15.0,0.073312,0.671538,1539.0,565.0,1522.0,589.9,0.9579,1.0112,708.1,707.2,0.20209010026832375,0.1658653846153847,0.036224715652939055
286,44.0,88.0,8.0,18.0,35.0,17.0,0.078477,0.658462,1684.0,580.1,1554.0,596.8,0.9719,1.0837,708.1,707.2,0.18076542861177802,0.15610859728506798,0.024656831326710038
287,44.0,92.0,8.0,18.0,37.0,19.0,0.083327,0.610236,1701.0,611.3,1661.0,610.8,1.0009,1.0241,708.1,707.2,0.13670385538765717,0.1363122171945702,0.0003916381930869628
288,44.0,96.0,8.0,18.0,40.0,22.0,0.087882,0.591042,1787.0,581.8,1648.0,596.4,0.9755,1.0843,708.1,707.2,0.1783646377630279,0.1566742081447965,0.02169042961823142
289,44.0,100.0,8.0,18.0,42.0,24.0,0.092174,0.588013,1747.0,566.0,1500.0,589.2,0.9606,1.1647,708.1,707.2,0.20067787035729423,0.16685520361990946,0.033822666737384766
290,44.0,104.0,8.0,18.0,45.0,27.0,0.096214,0.506674,1719.0,597.4,1663.0,596.8,1.001,1.0337,708.1,707.2,0.15633385115096743,0.15610859728506798,0.00022525386589944407
291,44.0,108.0,8.0,18.0,48.0,30.0,0.099996,0.45752,1792.0,509.4,1736.0,555.7,0.9167,1.0323,708.1,707.2,0.2806100833215648,0.21422511312217196,0.06638497019939282
292,44.0,112.0,8.0,18.0,51.0,33.0,0.103559,0.440902,1712.0,501.0,1500.0,522.2,0.9593,1.1413,708.1,707.2,0.2924728145742127,0.26159502262443435,0.030877791949778355
293,44.0,116.0,8.0,18.0,54.0,36.0,0.106902,0.405757,1782.0,525.2,1500.0,521.1,1.008,1.188,708.1,707.2,0.25829685072729835,0.26315045248868785,-0.004853601761389492
294,48.0,48.0,8.0,19.0,19.0,0.0,0.0,1.0,1838.0,774.9,1619.0,742.3,1.0439,1.1353,766.4,763.1,-0.011090814196242249,0.027257240204429434,-0.03834805440067168
295,48.0,52.0,8.0,19.0,20.0,1.0,0.008928,0.991553,1754.0,651.1,1607.0,661.6,0.9842,1.0915,766.4,763.1,0.15044363256784965,0.1330100904206526,0.017433542147197056
296,48.0,56.0,8.0,19.0,21.0,2.0,0.017354,0.931612,1738.0,616.9,1607.0,646.1,0.9548,1.0815,766.4,763.1,0.19506784968684765,0.15332197614991483,0.04174587353693282
297,48.0,60.0,8.0,19.0,23.0,4.0,0.025252,0.88722,1721.0,618.7,1607.0,633.6,0.9764,1.0709,766.4,763.1,0.1927192066805845,0.16970252915738437,0.023016677523200135
298,48.0,64.0,8.0,19.0,24.0,5.0,0.032654,0.885421,1708.0,604.5,1607.0,633.7,0.9539,1.0629,766.4,763.1,0.21124739039665963,0.1695714847333245,0.04167590566333512
299,48.0,68.0,8.0,19.0,26.0,7.0,0.039622,0.859317,1745.0,616.0,1607.0,604.7,1.0188,1.0859,766.4,763.1,0.1962421711899791,0.20757436771065385,-0.011332196520674742
300,48.0,72.0,8.0,19.0,27.0,8.0,0.04615,0.853522,1794.0,628.5,1607.0,605.4,1.0382,1.1164,766.4,763.1,0.17993215031315235,0.20665705674223567,-0.026724906429083317
301,48.0,76.0,8.0,19.0,29.0,10.0,0.052251,0.791795,1778.0,623.3,1666.0,623.4,0.9998,1.0672,766.4,763.1,0.18671711899791232,0.18306906041147952,0.003648058586432801
302,48.0,80.0,8.0,19.0,31.0,12.0,0.058314,0.780818,1780.0,620.4,1632.0,645.4,0.9612,1.0907,766.4,763.1,0.19050104384133615,0.15423928711833312,0.036261756723003025
303,48.0,84.0,8.0,19.0,33.0,14.0,0.063806,0.676105,1826.0,660.4,1610.0,677.8,0.9743,1.1342,766.4,763.1,0.1383089770354906,0.11178089372297217,0.026528083312518436
304,48.0,88.0,8.0,19.0,35.0,16.0,0.068971,0.661742,1783.0,644.7,1703.0,674.7,0.9556,1.047,766.4,763.1,0.15879436325678487,0.11584327086882451,0.042951092387960355
305,48.0,92.0,8.0,19.0,37.0,18.0,0.073821,0.615389,1828.0,664.3,1802.0,650.8,1.0208,1.0144,766.4,763.1,0.13322025052192066,0.1471628882191064,-0.013942637697185734
306,48.0,96.0,8.0,19.0,40.0,21.0,0.078376,0.602995,1848.0,658.1,1917.0,629.9,1.0448,0.964,766.4,763.1,0.14131002087682665,0.17455117284759536,-0.03324115197076871
307,48.0,100.0,8.0,19.0,42.0,23.0,0.082668,0.60039,1872.0,665.3,1721.0,590.7,1.1262,1.0877,766.4,763.1,0.13191544885177453,0.22592058707901974,-0.09400513822724521
308,48.0,104.0,8.0,19.0,45.0,26.0,0.086708,0.513632,1906.0,672.6,1607.0,591.5,1.137,1.1861,766.4,763.1,0.12239039665970763,0.2248722316865418,-0.10248183502683417
309,48.0,108.0,8.0,19.0,48.0,29.0,0.09049,0.472893,2053.0,706.9,1607.0,557.8,1.2673,1.2775,766.4,763.1,0.07763569937369519,0.2690342025946797,-0.1913985032209845
310,48.0,112.0,8.0,19.0,51.0,32.0,0.094053,0.460204,1959.0,566.7,1607.0,524.2,1.0811,1.219,766.4,763.1,0.2605688935281837,0.3130651290787576,-0.05249623555057392
311,48.0,116.0,8.0,19.0,54.0,35.0,0.097396,0.425928,2001.0,584.5,1607.0,532.2,1.0983,1.2452,766.4,763.1,0.2373434237995824,0.3025815751539772,-0.06523815135439481
312,52.0,52.0,8.0,20.0,20.0,0.0,0.0,1.0,1525.0,684.0,1828.0,777.1,0.8802,0.8342,690.2,764.7,0.0089829035062301,-0.016215509350071988,0.025198412856302088
313,52.0,56.0,8.0,20.0,21.0,1.0,0.008426,0.936021,1514.0,606.6,1827.0,690.3,0.8787,0.8287,690.2,764.7,0.12112431179368299,0.09729305610043171,0.023831255693251285
314,52.0,60.0,8.0,20.0,23.0,3.0,0.016324,0.891162,1538.0,585.8,1828.0,713.8,0.8206,0.8414,690.2,764.7,0.1512605042016808,0.06656205047731145,0.08469845372436935
315,52.0,64.0,8.0,20.0,24.0,4.0,0.023726,0.890963,1710.0,591.5,1828.0,708.3,0.8351,0.9354,690.2,764.7,0.14300202839756593,0.0737544134954885,0.06924761490207743
316,52.0,68.0,8.0,20.0,26.0,6.0,0.030694,0.871537,1676.0,600.6,1828.0,700.4,0.8575,0.9168,690.2,764.7,0.12981744421906694,0.08408526219432466,0.045732182024742274
317,52.0,72.0,8.0,20.0,27.0,7.0,0.037222,0.866527,1769.0,598.5,1828.0,680.1,0.8801,0.9677,690.2,764.7,0.13286004056795142,0.1106316202432327,0.022228420324718723
318,52.0,76.0,8.0,20.0,29.0,9.0,0.043323,0.800206,1790.0,625.9,1828.0,659.5,0.9491,0.9792,690.2,764.7,0.09316140249203142,0.13757028900222312,-0.0444088865101917
319,52.0,80.0,8.0,20.0,31.0,11.0,0.049386,0.780971,1763.0,614.0,1828.0,638.8,0.9612,0.9644,690.2,764.7,0.11040278180237617,0.16463972799790783,-0.054236946195531655
320,52.0,84.0,8.0,20.0,33.0,13.0,0.054878,0.694001,1842.0,625.2,1828.0,621.4,1.0062,1.0077,690.2,764.7,0.0941756012749928,0.18739374918268614,-0.09321814790769334
321,52.0,88.0,8.0,20.0,35.0,15.0,0.060043,0.673656,1930.0,629.8,1828.0,632.8,0.9952,1.0558,690.2,764.7,0.08751086641553185,0.1724859421995555,-0.08497507578402363
322,52.0,92.0,8.0,20.0,37.0,17.0,0.064893,0.619667,2100.0,638.6,1828.0,645.0,0.9902,1.1488,690.2,764.7,0.07476093885830193,0.15653197332287172,-0.08177103446456979
323,52.0,96.0,8.0,20.0,40.0,20.0,0.069448,0.614919,2130.0,639.6,1912.0,681.1,0.9391,1.114,690.2,764.7,0.07331208345407136,0.10932391787629137,-0.03601183442222
324,52.0,100.0,8.0,20.0,42.0,22.0,0.07374,0.612747,1866.0,553.8,1828.0,683.4,0.8104,1.0208,690.2,764.7,0.19762387713706187,0.10631620243232653,0.09130767470473533
325,52.0,104.0,8.0,20.0,45.0,25.0,0.07778,0.541196,1786.0,557.8,1987.0,701.4,0.7953,0.8988,690.2,764.7,0.19182845552013916,0.08277755982738333,0.10905089569275583
326,52.0,108.0,8.0,20.0,48.0,28.0,0.081562,0.484745,1897.0,560.9,2112.0,703.6,0.7971,0.8982,690.2,764.7,0.1873370037670241,0.07990061462011244,0.10743638914691167
327,52.0,112.0,8.0,20.0,51.0,31.0,0.085125,0.476187,2022.0,566.3,2117.0,712.8,0.7944,0.9551,690.2,764.7,0.17951318458417864,0.06786975284425278,0.11164343173992586
328,52.0,116.0,8.0,20.0,54.0,34.0,0.088468,0.4482,1985.0,481.2,2187.0,715.5,0.6726,0.9076,690.2,764.7,0.30281077948420754,0.06433895645351129,0.23847182303069625
329,56.0,56.0,8.0,21.0,21.0,0.0,0.0,1.0,1577.0,702.9,1714.0,675.8,1.04,0.9201,701.5,691.4,-0.0019957234497505194,0.022562915822967877,-0.024558639272718397
330,56.0,60.0,8.0,21.0,23.0,2.0,0.007898,0.9019,1603.0,568.0,1712.0,609.6,0.9316,0.9363,701.5,691.4,0.1903064861012117,0.11831067399479311,0.07199581210641859
331,56.0,64.0,8.0,21.0,24.0,3.0,0.0153,0.89887,1702.0,590.8,1713.0,643.7,0.9178,0.9936,701.5,691.4,0.15780470420527448,0.06899045415099792,0.08881425005427657
332,56.0,68.0,8.0,21.0,26.0,5.0,0.022268,0.896912,1696.0,597.9,1713.0,623.5,0.9588,0.9901,701.5,691.4,0.14768353528153955,0.09820653746022556,0.049476997821313984
333,56.0,72.0,8.0,21.0,27.0,6.0,0.028796,0.894861,1661.0,612.2,1713.0,605.3,1.0115,0.9696,701.5,691.4,0.12729864575908756,0.12452993925368816,0.0027687065053993987
334,56.0,76.0,8.0,21.0,29.0,8.0,0.034897,0.848391,1766.0,653.0,1776.0,619.0,1.0548,0.9944,701.5,691.4,0.06913756236635782,0.10471507087069709,-0.03557750850433927
335,56.0,80.0,8.0,21.0,31.0,10.0,0.04096,0.818795,1806.0,637.3,1713.0,581.5,1.096,1.0543,701.5,691.4,0.09151817533856033,0.15895284929129305,-0.06743467395273273
336,56.0,84.0,8.0,21.0,33.0,12.0,0.046452,0.753372,1944.0,629.4,1759.0,580.6,1.0841,1.1052,701.5,691.4,0.10277975766215253,0.16025455597338722,-0.0574747983112347
337,56.0,88.0,8.0,21.0,35.0,14.0,0.051617,0.743785,1857.0,651.1,1713.0,573.0,1.1365,1.0841,701.5,691.4,0.07184604419101925,0.1712467457332948,-0.09940070154227554
338,56.0,92.0,8.0,21.0,37.0,16.0,0.056467,0.650446,2060.0,649.5,1713.0,556.1,1.1679,1.2026,701.5,691.4,0.07412687099073412,0.19568990454150992,-0.1215630335507758
339,56.0,96.0,8.0,21.0,40.0,19.0,0.061022,0.636406,2104.0,664.5,1713.0,522.5,1.2717,1.2283,701.5,691.4,0.05274411974340698,0.2442869540063639,-0.19154283426295693
340,56.0,100.0,8.0,21.0,42.0,21.0,0.065314,0.634215,2103.0,665.2,1713.0,509.8,1.3046,1.2277,701.5,691.4,0.05174625801853161,0.26265548163147234,-0.21090922361294073
341,56.0,104.0,8.0,21.0,45.0,24.0,0.069354,0.592085,2210.0,674.8,1713.0,530.9,1.2711,1.2901,701.5,691.4,0.03806129722024243,0.2321376916401504,-0.19407639441990798
342,56.0,108.0,8.0,21.0,48.0,27.0,0.073136,0.515432,2342.0,678.4,1713.0,527.2,1.2867,1.3672,701.5,691.4,0.0329294369208839,0.2374891524443158,-0.20455971552343188
343,56.0,112.0,8.0,21.0,51.0,30.0,0.076699,0.504607,2479.0,648.1,1713.0,529.0,1.2251,1.4472,701.5,691.4,0.07612259444048464,0.23488573908012722,-0.15876314463964258
344,56.0,116.0,8.0,21.0,54.0,33.0,0.080042,0.473167,1940.0,594.7,1713.0,513.3,1.1586,1.1325,701.5,691.4,0.15224518888096927,0.25759328897888345,-0.10534810009791418
345,60.0,60.0,8.0,23.0,23.0,0.0,0.0,1.0,1626.0,735.2,1700.0,701.9,1.0474,0.9565,710.9,706.7,-0.03418202278801519,0.0067921324465828326,-0.04097415523459802
346,60.0,64.0,8.0,23.0,24.0,1.0,0.007402,0.993421,1582.0,633.0,1700.0,635.7,0.9958,0.9306,710.9,706.7,0.10957940638627095,0.10046695910570258,0.00911244728056837
347,60.0,68.0,8.0,23.0,26.0,3.0,0.01437,0.951277,1658.0,613.7,1700.0,644.9,0.9516,0.9753,710.9,706.7,0.13672809115206064,0.08744870524975246,0.04927938590230818
348,60.0,72.0,8.0,23.0,27.0,4.0,0.020898,0.950372,1768.0,602.2,1700.0,639.9,0.9411,1.04,710.9,706.7,0.15290476860317903,0.09452384321494278,0.05838092538823625
349,60.0,76.0,8.0,23.0,29.0,6.0,0.026999,0.897093,1742.0,639.0,1700.0,646.6,0.9882,1.0247,710.9,706.7,0.10113940075960048,0.08504315834158771,0.016096242418012774
350,60.0,80.0,8.0,23.0,31.0,8.0,0.033062,0.880511,1891.0,646.8,1700.0,646.0,1.0012,1.1124,710.9,706.7,0.09016739344492897,0.08589217489741052,0.0042752185475184445
351,60.0,84.0,8.0,23.0,33.0,10.0,0.038554,0.823914,1918.0,638.8,1700.0,643.0,0.9934,1.1282,710.9,706.7,0.10142073428048959,0.0901372576765247,0.011283476603964893
352,60.0,88.0,8.0,23.0,35.0,12.0,0.043719,0.804607,1982.0,651.9,1700.0,594.6,1.0963,1.1659,710.9,706.7,0.08299338866225914,0.158624593179567,-0.07563120451730787
353,60.0,92.0,8.0,23.0,37.0,14.0,0.048569,0.759629,2007.0,662.5,1700.0,575.0,1.1522,1.1806,710.9,706.7,0.06808271205514138,0.1863591340031131,-0.11827642194797172
354,60.0,96.0,8.0,23.0,40.0,17.0,0.053124,0.739229,1977.0,633.0,1700.0,538.7,1.175,1.1629,710.9,706.7,0.10957940638627095,0.2377246356303948,-0.12814522924412386
355,60.0,100.0,8.0,23.0,42.0,19.0,0.057416,0.736368,1942.0,598.0,1700.0,523.9,1.1414,1.1424,710.9,706.7,0.15881277254184833,0.2586670440073582,-0.09985427146550985
356,60.0,104.0,8.0,23.0,45.0,22.0,0.061456,0.648138,1896.0,568.7,1700.0,510.2,1.1147,1.1153,710.9,706.7,0.2000281333520888,0.27805292203197973,-0.07802478867989093
357,60.0,108.0,8.0,23.0,48.0,25.0,0.065238,0.600738,1899.0,585.9,1700.0,506.3,1.1572,1.1171,710.9,706.7,0.1758334505556337,0.2835715296448281,-0.10773807908919442
358,60.0,112.0,8.0,23.0,51.0,28.0,0.068801,0.5817,2045.0,588.1,1700.0,499.0,1.1785,1.2029,710.9,706.7,0.17273878182585445,0.293901231074006,-0.12116244924815156
359,60.0,116.0,8.0,23.0,54.0,31.0,0.072144,0.52245,2081.0,601.4,1700.0,501.3,1.1997,1.2241,710.9,706.7,0.15403010268673512,0.29064666761001845,-0.13661656492328333
360,64.0,64.0,8.0,24.0,24.0,0.0,0.0,1.0,1603.0,719.2,1823.0,710.7,1.0119,0.8793,719.0,712.7,-0.0002781641168290161,0.0028062298302230504,-0.0030843939470520665
361,64.0,68.0,8.0,24.0,26.0,2.0,0.006968,0.955498,1665.0,591.2,1824.0,617.4,0.9575,0.9128,719.0,712.7,0.17774687065368566,0.13371685141013057,0.044030019243555096
362,64.0,72.0,8.0,24.0,27.0,3.0,0.013496,0.951396,1723.0,591.0,1823.0,624.7,0.9461,0.9451,719.0,712.7,0.17802503477051457,0.12347411252981622,0.05455092224069835
363,64.0,76.0,8.0,24.0,29.0,5.0,0.019597,0.899677,1733.0,634.0,1823.0,624.0,1.0161,0.9506,719.0,712.7,0.11821974965229487,0.12445629297039429,-0.006236543318099419
364,64.0,80.0,8.0,24.0,31.0,7.0,0.02566,0.889397,1766.0,631.2,1823.0,607.5,1.039,0.9687,719.0,712.7,0.12211404728789976,0.14760768906973487,-0.025493641781835108
365,64.0,84.0,8.0,24.0,33.0,9.0,0.031152,0.836402,1793.0,649.5,1823.0,639.7,1.0153,0.9835,719.0,712.7,0.0966620305980529,0.10242738880314295,-0.005765358205090054
366,64.0,88.0,8.0,24.0,35.0,11.0,0.036317,0.810724,1911.0,636.3,1823.0,637.7,0.9978,1.0483,719.0,712.7,0.11502086230876218,0.10523361863336611,0.009787243675396073
367,64.0,92.0,8.0,24.0,37.0,13.0,0.041167,0.759547,1944.0,644.7,1823.0,658.1,0.9797,1.0664,719.0,712.7,0.10333796940194706,0.07661007436509049,0.026727895036856575
368,64.0,96.0,8.0,24.0,40.0,16.0,0.045722,0.751464,1826.0,657.6,1981.0,663.0,0.9919,0.9218,719.0,712.7,0.08539638386648118,0.06973481128104397,0.01566157258543721
369,64.0,100.0,8.0,24.0,42.0,18.0,0.050014,0.748461,2013.0,666.5,1824.0,642.3,1.0377,1.1036,719.0,712.7,0.07301808066759385,0.0987792900238531,-0.02576120935625925
370,64.0,104.0,8.0,24.0,45.0,21.0,0.054054,0.65276,2089.0,676.6,1994.0,677.5,0.9986,1.0476,719.0,712.7,0.05897079276773298,0.04938964501192655,0.00958114775580643
371,64.0,108.0,8.0,24.0,48.0,24.0,0.057836,0.614145,2194.0,689.6,2100.0,694.0,0.9937,1.0448,719.0,712.7,0.04089012517385249,0.02623824891258597,0.014651876261266517
372,64.0,112.0,8.0,24.0,51.0,27.0,0.061399,0.603249,2259.0,688.5,2093.0,684.0,1.0066,1.0793,719.0,712.7,0.04242002781641163,0.040269398063701445,0.002150629752710187
373,64.0,116.0,8.0,24.0,54.0,30.0,0.064742,0.545731,2204.0,695.9,2068.0,689.8,1.0088,1.0658,719.0,712.7,0.03212795549374137,0.03213133155605452,-3.3760623131540157e-06
374,68.0,68.0,8.0,26.0,26.0,0.0,0.0,1.0,1745.0,666.7,1750.0,682.5,0.9769,0.9971,694.2,676.0,0.03961394410832608,-0.009615384615384581,0.049229328723710664
375,68.0,72.0,8.0,26.0,27.0,1.0,0.006528,0.994368,1854.0,610.3,1722.0,627.1,0.9732,1.0767,694.2,676.0,0.12085854220685699,0.0723372781065088,0.04852126410034818
376,68.0,76.0,8.0,26.0,29.0,3.0,0.012629,0.921948,1786.0,599.4,1722.0,599.1,1.0004,1.0372,694.2,676.0,0.13656006914433894,0.11375739644970406,0.022802672694634873
377,68.0,80.0,8.0,26.0,31.0,5.0,0.018692,0.90614,1828.0,611.0,1722.0,585.7,1.0432,1.0616,694.2,676.0,0.11985018726591767,0.13357988165680468,-0.013729694390887004
378,68.0,84.0,8.0,26.0,33.0,7.0,0.024184,0.874892,1888.0,628.3,1829.0,563.7,1.1146,1.0323,694.2,676.0,0.09492941515413433,0.16612426035502947,-0.07119484520089514
379,68.0,88.0,8.0,26.0,35.0,9.0,0.029349,0.850639,2034.0,648.1,1851.0,574.1,1.129,1.0989,694.2,676.0,0.0664073753961395,0.15073964497041414,-0.08433226957427464
380,68.0,92.0,8.0,26.0,37.0,11.0,0.034199,0.79826,1848.0,630.8,1898.0,590.2,1.0688,0.9737,694.2,676.0,0.09132814750792295,0.1269230769230768,-0.03559492941515385
381,68.0,96.0,8.0,26.0,40.0,14.0,0.038754,0.783791,2022.0,651.5,2066.0,622.7,1.0463,0.9787,694.2,676.0,0.06150965139729192,0.07884615384615379,-0.017336502448861868
382,68.0,100.0,8.0,26.0,42.0,16.0,0.043046,0.781214,2055.0,656.1,2019.0,633.0,1.0366,1.0178,694.2,676.0,0.054883318928262814,0.06360946745562135,-0.008726148527358535
383,68.0,104.0,8.0,26.0,45.0,19.0,0.047086,0.710586,2208.0,678.9,2126.0,651.2,1.0425,1.0386,694.2,676.0,0.02203975799481428,0.0366863905325443,-0.01464663253773002
384,68.0,108.0,8.0,26.0,48.0,22.0,0.050868,0.634354,2274.0,694.0,2313.0,645.9,1.0745,0.9831,694.2,676.0,0.0002881014116969949,0.04452662721893497,-0.04423852580723797
385,68.0,112.0,8.0,26.0,51.0,25.0,0.054431,0.629875,2199.0,693.2,2199.0,642.3,1.0793,1.0,694.2,676.0,0.0014405070584846413,0.049852071005917264,-0.04841156394743262
386,68.0,116.0,8.0,26.0,54.0,28.0,0.057774,0.59867,2456.0,706.6,2279.0,658.1,1.0736,1.0777,694.2,676.0,-0.017862287525208798,0.026479289940828377,-0.044341577466037174
387,72.0,72.0,8.0,27.0,27.0,0.0,0.0,1.0,1775.0,707.4,1746.0,665.0,1.0637,1.0166,693.9,684.3,-0.01945525291828787,0.028204004091772594,-0.04765925701006046
388,72.0,76.0,8.0,27.0,29.0,2.0,0.006101,0.927325,1868.0,633.9,1746.0,597.4,1.0611,1.0699,693.9,684.3,0.08646779074794642,0.12699108578109009,-0.04052329503314367
389,72.0,80.0,8.0,27.0,31.0,4.0,0.012164,0.907137,1934.0,640.0,1766.0,606.3,1.0555,1.0951,693.9,684.3,0.07767689868857186,0.11398509425690484,-0.03630819556833298
390,72.0,84.0,8.0,27.0,33.0,6.0,0.017656,0.87953,1956.0,651.9,1835.0,631.8,1.0318,1.0659,693.9,684.3,0.06052745352356248,0.07672073651907063,-0.01619328299550815
391,72.0,88.0,8.0,27.0,35.0,8.0,0.022821,0.860365,2003.0,673.1,1826.0,633.4,1.0626,1.0969,693.9,684.3,0.029975500792621346,0.0743825807394417,-0.04440707994682036
392,72.0,92.0,8.0,27.0,37.0,10.0,0.027671,0.809428,2089.0,655.7,1854.0,617.3,1.0623,1.1268,693.9,684.3,0.05505116010952582,0.09791027327195678,-0.04285911316243096
393,72.0,96.0,8.0,27.0,40.0,13.0,0.032226,0.787202,2267.0,654.1,2145.0,659.1,0.9924,1.0569,693.9,684.3,0.05735696786280442,0.03682595352915374,0.020531014333650677
394,72.0,100.0,8.0,27.0,42.0,15.0,0.036518,0.785667,1937.0,623.8,2148.0,654.6,0.9529,0.9018,693.9,684.3,0.10102320219051741,0.04340201665935983,0.05762118553115758
395,72.0,104.0,8.0,27.0,45.0,18.0,0.040558,0.721915,2134.0,598.1,2259.0,675.8,0.8849,0.9447,693.9,684.3,0.1380602392275544,0.01242145257927807,0.12563878664827632
396,72.0,108.0,8.0,27.0,48.0,21.0,0.04434,0.640352,2086.0,574.8,2188.0,650.4,0.8838,0.9534,693.9,684.3,0.17163856463467364,0.04953967558088557,0.12209888905378807
397,72.0,112.0,8.0,27.0,51.0,24.0,0.047903,0.632762,2032.0,584.2,2284.0,666.4,0.8767,0.8897,693.9,684.3,0.15809194408416194,0.026158117784597312,0.13193382629956463
398,72.0,116.0,8.0,27.0,54.0,27.0,0.051246,0.606247,2250.0,599.6,2447.0,673.0,0.891,0.9195,693.9,684.3,0.13589854445885563,0.01651322519362841,0.11938531926522722
399,76.0,76.0,8.0,29.0,29.0,0.0,0.0,1.0,1760.0,732.7,1899.0,651.7,1.1242,0.9268,695.0,696.6,-0.05424460431654676,0.064455928797014,-0.11870053311356077
400,76.0,80.0,8.0,29.0,31.0,2.0,0.006063,0.965016,1925.0,662.7,1827.0,604.8,1.0958,1.0536,695.0,696.6,0.04647482014388482,0.13178294573643423,-0.08530812559254941
401,76.0,84.0,8.0,29.0,33.0,4.0,0.011555,0.910969,1903.0,674.7,1827.0,610.5,1.1051,1.0416,695.0,696.6,0.02920863309352506,0.12360034453057711,-0.09439171143705205
402,76.0,88.0,8.0,29.0,35.0,6.0,0.01672,0.906145,2028.0,686.7,1827.0,598.4,1.1476,1.11,695.0,696.6,0.011942446043165411,0.1409704277921333,-0.1290279817489679
403,76.0,92.0,8.0,29.0,37.0,8.0,0.02157,0.866928,2105.0,715.1,1867.0,621.8,1.1501,1.1275,695.0,696.6,-0.028920863309352507,0.10737869652598342,-0.13629955983533593
404,76.0,96.0,8.0,29.0,40.0,11.0,0.026125,0.841198,2094.0,694.5,1998.0,635.4,1.0929,1.048,695.0,696.6,0.0007194244604316058,0.08785529715762275,-0.08713587269719114
405,76.0,100.0,8.0,29.0,42.0,13.0,0.030417,0.836352,2279.0,672.1,2004.0,644.4,1.0429,1.1372,695.0,696.6,0.0329496402877697,0.07493540051679592,-0.041985760229026226
406,76.0,104.0,8.0,29.0,45.0,16.0,0.034457,0.785239,2087.0,639.4,2160.0,660.7,0.9678,0.9662,695.0,696.6,0.08000000000000007,0.051536032156187184,0.028463967843812887
407,76.0,108.0,8.0,29.0,48.0,19.0,0.038239,0.722094,2044.0,615.2,2155.0,656.7,0.9368,0.9485,695.0,696.6,0.11482014388489203,0.05727820844099907,0.057541935443892966
408,76.0,112.0,8.0,29.0,51.0,22.0,0.041802,0.707689,2148.0,605.7,2147.0,655.9,0.9234,1.0005,695.0,696.6,0.12848920863309343,0.05842664369796158,0.07006256493513185
409,76.0,116.0,8.0,29.0,54.0,25.0,0.045145,0.646438,2296.0,624.4,2300.0,691.6,0.9028,0.9983,695.0,696.6,0.10158273381294969,0.007177720356014938,0.09440501345693475
410,80.0,80.0,8.0,31.0,31.0,0.0,0.0,1.0,1936.0,659.1,1853.0,718.0,0.918,1.0448,692.5,678.9,0.048231046931407895,-0.05759316541464132,0.10582421234604922
411,80.0,84.0,8.0,31.0,33.0,2.0,0.005492,0.941021,1986.0,584.7,1853.0,658.3,0.8882,1.0718,692.5,678.9,0.15566787003610105,0.030343202238915956,0.1253246677971851
412,80.0,88.0,8.0,31.0,35.0,4.0,0.010657,0.915765,1986.0,602.5,1853.0,649.4,0.9277,1.0718,692.5,678.9,0.12996389891696747,0.043452643982913486,0.08651125493405398
413,80.0,92.0,8.0,31.0,37.0,6.0,0.015507,0.889349,2102.0,610.9,1853.0,626.5,0.975,1.1344,692.5,678.9,0.11783393501805062,0.07718367948151417,0.04065025553653645
414,80.0,96.0,8.0,31.0,40.0,9.0,0.020062,0.877828,2036.0,645.9,1919.0,632.5,1.0212,1.061,692.5,678.9,0.0672924187725632,0.06834585358668432,-0.0010534348141211236
415,80.0,100.0,8.0,31.0,42.0,11.0,0.024354,0.873684,2209.0,644.2,1853.0,621.9,1.0358,1.1921,692.5,678.9,0.06974729241877253,0.08395934600088384,-0.014212053582111306
416,80.0,104.0,8.0,31.0,45.0,14.0,0.028394,0.813825,2185.0,659.2,1853.0,628.6,1.0487,1.1792,692.5,678.9,0.04808664259927786,0.07409044041832369,-0.026003797819045826
417,80.0,108.0,8.0,31.0,48.0,17.0,0.032176,0.762076,2207.0,639.6,1865.0,617.0,1.0366,1.1834,692.5,678.9,0.07638989169675092,0.09117690381499477,-0.014787012118243847
418,80.0,112.0,8.0,31.0,51.0,20.0,0.035739,0.755724,2407.0,672.3,1853.0,616.5,1.0905,1.299,692.5,678.9,0.02916967509025281,0.09191338930623061,-0.0627437142159778
419,80.0,116.0,8.0,31.0,54.0,23.0,0.039082,0.692358,2312.0,675.1,1853.0,612.1,1.1029,1.2477,692.5,678.9,0.025126353790613676,0.09839446162910581,-0.07326810783849214
